"13","Remembrance – A Charles Ives Collection","Ann Street","Ives, Charles","nicht bekannt","Reynolds, H. Robert","Detroit Chamber Winds and Friends","","Remembrance – A Charles Ives Collection","13","Gemischte Aufnahmen","Detroit Chamber Winds and Friends / H. Robert Reynolds","Kompositionen von Charles Ives: March III with the Air Old Kentucky Home / Ann Street / Calcium Light Night / Holiday Quickstep sowie mehrere Kammermusikstücke","Koch International Classics 3-7182-2H1","","mixremembrance","KOB","","","","","","","10.04.2000","","","","","","","","","","","","","KOCH","","","","1","","","","Ja","mixremembrance.jpg","","1","49","39","CD 39 von 49","87 2209 1 34616 1621 0 0 1","23"
"13","Remembrance – A Charles Ives Collection","Calcium Light Night","Ives, Charles","nicht bekannt","Reynolds, H. Robert","Detroit Chamber Winds and Friends","","Remembrance – A Charles Ives Collection","13","Gemischte Aufnahmen","Detroit Chamber Winds and Friends / H. Robert Reynolds","Kompositionen von Charles Ives: March III with the Air Old Kentucky Home / Ann Street / Calcium Light Night / Holiday Quickstep sowie mehrere Kammermusikstücke","Koch International Classics 3-7182-2H1","","mixremembrance","KOB","","","","","","","10.04.2000","","","","","","","","","","","","","KOCH","","","","1","","","","Ja","mixremembrance.jpg","","1","49","39","CD 39 von 49","87 2209 1 34616 1621 0 0 1","23"
"13","Remembrance – A Charles Ives Collection","Holiday Quickstep","Ives, Charles","nicht bekannt","Reynolds, H. Robert","Detroit Chamber Winds and Friends","","Remembrance – A Charles Ives Collection","13","Gemischte Aufnahmen","Detroit Chamber Winds and Friends / H. Robert Reynolds","Kompositionen von Charles Ives: March III with the Air Old Kentucky Home / Ann Street / Calcium Light Night / Holiday Quickstep sowie mehrere Kammermusikstücke","Koch International Classics 3-7182-2H1","","mixremembrance","KOB","","","","","","","10.04.2000","","","","","","","","","","","","","KOCH","","","","1","","","","Ja","mixremembrance.jpg","","1","49","39","CD 39 von 49","87 2209 1 34616 1621 0 0 1","23"
"13","Remembrance – A Charles Ives Collection","March III with the Air »Old Kentucky Home«","Ives, Charles","nicht bekannt","Reynolds, H. Robert","Detroit Chamber Winds and Friends","","Remembrance – A Charles Ives Collection","13","Gemischte Aufnahmen","Detroit Chamber Winds and Friends / H. Robert Reynolds","Kompositionen von Charles Ives: March III with the Air Old Kentucky Home / Ann Street / Calcium Light Night / Holiday Quickstep sowie mehrere Kammermusikstücke","Koch International Classics 3-7182-2H1","","mixremembrance","KOB","","","","","","","10.04.2000","","","","","","","","","","","","","KOCH","","","","1","","","","Ja","mixremembrance.jpg","","1","49","39","CD 39 von 49","87 2209 1 34616 1621 0 0 1","23"
"14","Roy Harris, Robert Russell Bennett","Symphony for Band ","Harris, Roy","Originalwerk","Westbrook, James","U.C.L.A. Wind Ensemble","","Roy Harris, Robert Russell Bennett","14","Gemischte Aufnahmen","U.C.L.A. Wind Ensemble / Dir. James Westbrook","Symphony for Band (Roy Harris)","BCD-1008 ","","","KOB","","","","","","","09.04.2000","","","","","","","","","","","","","Bay Cities Music","","","","1","","","","Ja","","","1","49","40","CD 40 von 49","87 2209 1 34657 1660 0 0 1","23"
"15","Take 1 – Die letzte Posaune","Konzert für Posaune (Rimsky-Korsakow)","Rimsky-Korsakow, Nikolai","Originalwerk","nicht bekannt","nicht bekannt","","Take 1 – Die letzte Posaune","15","Gemischte Aufnahmen","verschiedene Interpreten","Konzert für Posaune (Nikolai Rimsky-Korsakow)","Douglas Yeo","Auf dieser CD sind Live-Aufnahmen mit dem Posaunisten Douglas Yeo in verschiedenen Besetzungen zu hören.","","KOB","","","","","","","09.04.2000","","","","","","","","","","","","","Douglas Yeo","","","","1","","","","Ja","","","1","49","41","CD 41 von 49","87 2209 1 34934 1889 0 0 1","23"
"16","The Creative World of William Francis McBeth","Of Sailors and Whales","McBeth, William Francis","Originalwerk","McBeth, William Francis","Ouachita University Symphonic Band","","The Creative World of William Francis McBeth","16","Gemischte Aufnahmen","Ouachita University Symphonic Band / William Francis McBeth","Through Countless Halls of Air / Wine from these Grapes / Of Sailors and Whales","WFR 250","","mixcreativeworld","KOB","","","","","","","10.04.2000","","","","","","","","","","","","","WFR","","","","1","","","","Ja","mixcreativeworld.jpg","","1","49","42","CD 42 von 49","87 2209 1 34983 1929 0 0 1","23"
"16","The Creative World of William Francis McBeth","Through Countless Halls of Air","McBeth, William Francis","Originalwerk","McBeth, William Francis","Ouachita University Symphonic Band","","The Creative World of William Francis McBeth","16","Gemischte Aufnahmen","Ouachita University Symphonic Band / William Francis McBeth","Through Countless Halls of Air / Wine from these Grapes / Of Sailors and Whales","WFR 250","","mixcreativeworld","KOB","","","","","","","10.04.2000","","","","","","","","","","","","","WFR","","","","1","","","","Ja","mixcreativeworld.jpg","","1","49","42","CD 42 von 49","87 2209 1 34983 1929 0 0 1","23"
"16","The Creative World of William Francis McBeth","Wine from these Grapes","McBeth, William Francis","Originalwerk","McBeth, William Francis","Ouachita University Symphonic Band","","The Creative World of William Francis McBeth","16","Gemischte Aufnahmen","Ouachita University Symphonic Band / William Francis McBeth","Through Countless Halls of Air / Wine from these Grapes / Of Sailors and Whales","WFR 250","","mixcreativeworld","KOB","","","","","","","10.04.2000","","","","","","","","","","","","","WFR","","","","1","","","","Ja","mixcreativeworld.jpg","","1","49","42","CD 42 von 49","87 2209 1 34983 1929 0 0 1","23"
"17","The Ill-Conceived P.D.Q. Bach Anthology","Grand Serenade for an Awful Lot of Winds and Percussion","Bach, P. D. Q. (= Peter Schickele)","Originalwerk","Graham, Lowell E.","Turtle Mountain Naval Base Tactical Wind Ensemble","","The Ill-Conceived P. D. Q. Bach Anthology","17","Gemischte Aufnahmen","verschiedene Interpreten","Grand Serenade for an Awful Lot of Winds and Percussion (P.D.Q. Bach)","Telarc CD-80520","Wer einen Querschnitt durch das Schaffen des musikalischen Phänomens P.D.Q. Bach bekommen will, ist mit dieser CD gut bedient. Bläser-Puristen sei die Telarc-CD »Music for an Awful Lot of Winds & Percussion« (siehe Kapitel USA) empfohlen.","mixthe3bachanthology","KOB","","","","","","","10.04.2000","","","","","","","","","","","","","Telarc","","","","1","","","","Ja","mixthe3bachanthology.jpg","","1","49","43","CD 43 von 49","87 2209 1 35002 1946 0 0 1","23"
"18","Moravian Composers Club Brno 1","Die Schlacht bei Austerlitz ","Zámecník, Evzen","Originalwerk","Zámecník, Evzen","Garnisonskapelle Brno (Brünn)","","Moravian Composers Club Brno 1","18","Gemischte Aufnahmen","verschiedene Interpreten","Die Schlacht bei Austerlitz (Evzen Zámecník)","Evzen Zámecník","","mixclubbrno","KOB","","","","","","","10.04.2000","","","","","","","","","","","","","Zámecník","","","","1","","","","Ja","mixclubbrno.jpg","","1","49","34","CD 34 von 49","87 2209 1 34211 1278 0 0 1","23"
"19","Trinitatis Kirke Fredericia – 5. Juli Koncert","Festklänge","Hartmann, J. P. E.","nicht bekannt","Lawrence, Jack"," Musikkorps des Schleswigschen Regiments zu Fuß","","Trinitatis Kirke (Fredericia) – 5. Juli Koncert","19","Gemischte Aufnahmen","Musikkorps des Schleswigschen Regiments zu Fuß / verschiedene Dirigenten","""Prinz Jørgens Marsch (Trumpet Voluntary) (Jeremiah Clarke, Arr. H. Wood); Trauermarsch f-Moll (J.P.E. Hartmann); Melodienfolge über Lieder aus Dänemarks goldener Zeit (K. Graugaard, F. Neergård Pedersen); Festklänge (J.P.E.Hartmann) u.a.m.""","Ohne Nummer","","","KOB","","","","","","","09.04.2000","","","","","","","","","","","","","NfS","","","","1","","","","Ja","","","1","49","44","CD 44 von 49","87 2209 1 35138 2066 0 0 1","23"
"19","Trinitatis Kirke Fredericia – 5. Juli Koncert","Melodienfolge über Lieder aus Dänemarks goldener Zeit","diverse","Graugaard, K.","Lawrence, Jack"," Musikkorps des Schleswigschen Regiments zu Fuß","","Trinitatis Kirke (Fredericia) – 5. Juli Koncert","19","Gemischte Aufnahmen","Musikkorps des Schleswigschen Regiments zu Fuß / verschiedene Dirigenten","""Prinz Jørgens Marsch (Trumpet Voluntary) (Jeremiah Clarke, Arr. H. Wood); Trauermarsch f-Moll (J.P.E. Hartmann); Melodienfolge über Lieder aus Dänemarks goldener Zeit (K. Graugaard, F. Neergård Pedersen); Festklänge (J.P.E.Hartmann) u.a.m.""","Ohne Nummer","","","KOB","","","","","","","09.04.2000","","","","","","","","","","","","","NfS","","","","1","","","","Ja","","","1","49","44","CD 44 von 49","87 2209 1 35138 2066 0 0 1","23"
"19","Trinitatis Kirke Fredericia – 5. Juli Koncert","Prinz Jørgens Marsch (Trumpet Voluntary)","Clarke, Jeremiah","Wood, H.","Lawrence, Jack"," Musikkorps des Schleswigschen Regiments zu Fuß","","Trinitatis Kirke (Fredericia) – 5. Juli Koncert","19","Gemischte Aufnahmen","Musikkorps des Schleswigschen Regiments zu Fuß / verschiedene Dirigenten","""Prinz Jørgens Marsch (Trumpet Voluntary) (Jeremiah Clarke, Arr. H. Wood); Trauermarsch f-Moll (J.P.E. Hartmann); Melodienfolge über Lieder aus Dänemarks goldener Zeit (K. Graugaard, F. Neergård Pedersen); Festklänge (J.P.E.Hartmann) u.a.m.""","Ohne Nummer","","","KOB","","","","","","","09.04.2000","","","","","","","","","","","","","NfS","","","","1","","","","Ja","","","1","49","44","CD 44 von 49","87 2209 1 35138 2066 0 0 1","23"
"19","Trinitatis Kirke Fredericia – 5. Juli Koncert","Trauermarsch f-Moll","Hartmann, J. P. E.","nicht bekannt","Lawrence, Jack"," Musikkorps des Schleswigschen Regiments zu Fuß","","Trinitatis Kirke (Fredericia) – 5. Juli Koncert","19","Gemischte Aufnahmen","Musikkorps des Schleswigschen Regiments zu Fuß / verschiedene Dirigenten","""Prinz Jørgens Marsch (Trumpet Voluntary) (Jeremiah Clarke, Arr. H. Wood); Trauermarsch f-Moll (J.P.E. Hartmann); Melodienfolge über Lieder aus Dänemarks goldener Zeit (K. Graugaard, F. Neergård Pedersen); Festklänge (J.P.E.Hartmann) u.a.m.""","Ohne Nummer","","","KOB","","","","","","","09.04.2000","","","","","","","","","","","","","NfS","","","","1","","","","Ja","","","1","49","44","CD 44 von 49","87 2209 1 35138 2066 0 0 1","23"
"2","4. Deutscher Orchesterwettbewerb ‘96","Al Fresco","Husa, Karel","Originalwerk","Gross, Alfred","Stadtkapelle Wangen","","4. Deutscher Orchesterwettbewerb '96","2","Gemischte Aufnahmen","verschiedene Blasorchester, Jugendblasorchester und Blechbläserensembles auf einer der insgesamt vier CDs","""Windspiele (Boris Mersson); Evocazioni (Paul Huber); Al Fresco (Karel Husa); Puszta: 2. und 4. Satz (Jan Van der Roost); The Year of the Dragon: 2. und 3. Satz (Philip Sparke); Aus einer Sage (Thorsten Wollmann)""","Ars musici","Beim 4. Deutschen Orchesterwettbewerb 1996 in Gera waren erstmals auch die Jugendblasorchester mit einer eigenen Kategorie vertreten. Die Aufnahmen stammen in der genannten Reihenfolge von folgenden Orchestern: Orchesterverein Hilgen (Platz 1 BO), Symphonisches Blasorchester Unterpleichfeld (2 BO), Stadtkapelle Wangen (3 BO), Jugendblasorchester Marktoberdorf (1 JBO), Jugendblasorchester der Heimschule Lender, Sasbach (2 JBO), Jugendorchester Bad Freienwalde (3 JBO).","","KOB","","","","","","","09.04.2000","","","","","","","","","","","","","Ars musici","","","","1","","","","Ja","","","1","49","3","CD 3 von 49","87 2209 1 32782 134 0 0 1","23"
"2","4. Deutscher Orchesterwettbewerb ‘96","Aus einer Sage","Wollmann, Thorsten","Originalwerk","Salewski, Endrik","Jugendblasorchester Bad Freienwalde","","4. Deutscher Orchesterwettbewerb '96","2","Gemischte Aufnahmen","verschiedene Blasorchester, Jugendblasorchester und Blechbläserensembles auf einer der insgesamt vier CDs","""Windspiele (Boris Mersson); Evocazioni (Paul Huber); Al Fresco (Karel Husa); Puszta: 2. und 4. Satz (Jan Van der Roost); The Year of the Dragon: 2. und 3. Satz (Philip Sparke); Aus einer Sage (Thorsten Wollmann)""","Ars musici","Beim 4. Deutschen Orchesterwettbewerb 1996 in Gera waren erstmals auch die Jugendblasorchester mit einer eigenen Kategorie vertreten. Die Aufnahmen stammen in der genannten Reihenfolge von folgenden Orchestern: Orchesterverein Hilgen (Platz 1 BO), Symphonisches Blasorchester Unterpleichfeld (2 BO), Stadtkapelle Wangen (3 BO), Jugendblasorchester Marktoberdorf (1 JBO), Jugendblasorchester der Heimschule Lender, Sasbach (2 JBO), Jugendorchester Bad Freienwalde (3 JBO).","","KOB","","","","","","","09.04.2000","","","","","","","","","","","","","Ars musici","","","","1","","","","Ja","","","1","49","3","CD 3 von 49","87 2209 1 32782 134 0 0 1","23"
"2","4. Deutscher Orchesterwettbewerb ‘96","Evocazioni","Huber, Paul","Originalwerk","Oestreicher, Ernst","Symphonisches Blasorchester Unterpleichfeld","","4. Deutscher Orchesterwettbewerb '96","2","Gemischte Aufnahmen","verschiedene Blasorchester, Jugendblasorchester und Blechbläserensembles auf einer der insgesamt vier CDs","""Windspiele (Boris Mersson); Evocazioni (Paul Huber); Al Fresco (Karel Husa); Puszta: 2. und 4. Satz (Jan Van der Roost); The Year of the Dragon: 2. und 3. Satz (Philip Sparke); Aus einer Sage (Thorsten Wollmann)""","Ars musici","Beim 4. Deutschen Orchesterwettbewerb 1996 in Gera waren erstmals auch die Jugendblasorchester mit einer eigenen Kategorie vertreten. Die Aufnahmen stammen in der genannten Reihenfolge von folgenden Orchestern: Orchesterverein Hilgen (Platz 1 BO), Symphonisches Blasorchester Unterpleichfeld (2 BO), Stadtkapelle Wangen (3 BO), Jugendblasorchester Marktoberdorf (1 JBO), Jugendblasorchester der Heimschule Lender, Sasbach (2 JBO), Jugendorchester Bad Freienwalde (3 JBO).","","KOB","","","","","","","09.04.2000","","","","","","","","","","","","","Ars musici","","","","1","","","","Ja","","","1","49","3","CD 3 von 49","87 2209 1 32782 134 0 0 1","23"
"2","4. Deutscher Orchesterwettbewerb ‘96","Puszta: 2 Sätze","Van der Roost, Jan","Originalwerk","Ekkelboom, Johnny","Jugendblasorchester Marktoberdorf","","4. Deutscher Orchesterwettbewerb '96","2","Gemischte Aufnahmen","verschiedene Blasorchester, Jugendblasorchester und Blechbläserensembles auf einer der insgesamt vier CDs","""Windspiele (Boris Mersson); Evocazioni (Paul Huber); Al Fresco (Karel Husa); Puszta: 2. und 4. Satz (Jan Van der Roost); The Year of the Dragon: 2. und 3. Satz (Philip Sparke); Aus einer Sage (Thorsten Wollmann)""","Ars musici","Beim 4. Deutschen Orchesterwettbewerb 1996 in Gera waren erstmals auch die Jugendblasorchester mit einer eigenen Kategorie vertreten. Die Aufnahmen stammen in der genannten Reihenfolge von folgenden Orchestern: Orchesterverein Hilgen (Platz 1 BO), Symphonisches Blasorchester Unterpleichfeld (2 BO), Stadtkapelle Wangen (3 BO), Jugendblasorchester Marktoberdorf (1 JBO), Jugendblasorchester der Heimschule Lender, Sasbach (2 JBO), Jugendorchester Bad Freienwalde (3 JBO).","","KOB","","","","","","","09.04.2000","","","","","","","","","","","","","Ars musici","","","","1","","","","Ja","","","1","49","3","CD 3 von 49","87 2209 1 32782 134 0 0 1","23"
"2","4. Deutscher Orchesterwettbewerb ‘96","The Year of the Dragon: 2. und 3. Satz","Sparke, Philip","Originalwerk","Weber, Fredy","Sinfonisches Jugendblasorchester der Heimschule Lender Sasbach","","4. Deutscher Orchesterwettbewerb '96","2","Gemischte Aufnahmen","verschiedene Blasorchester, Jugendblasorchester und Blechbläserensembles auf einer der insgesamt vier CDs","""Windspiele (Boris Mersson); Evocazioni (Paul Huber); Al Fresco (Karel Husa); Puszta: 2. und 4. Satz (Jan Van der Roost); The Year of the Dragon: 2. und 3. Satz (Philip Sparke); Aus einer Sage (Thorsten Wollmann)""","Ars musici","Beim 4. Deutschen Orchesterwettbewerb 1996 in Gera waren erstmals auch die Jugendblasorchester mit einer eigenen Kategorie vertreten. Die Aufnahmen stammen in der genannten Reihenfolge von folgenden Orchestern: Orchesterverein Hilgen (Platz 1 BO), Symphonisches Blasorchester Unterpleichfeld (2 BO), Stadtkapelle Wangen (3 BO), Jugendblasorchester Marktoberdorf (1 JBO), Jugendblasorchester der Heimschule Lender, Sasbach (2 JBO), Jugendorchester Bad Freienwalde (3 JBO).","","KOB","","","","","","","09.04.2000","","","","","","","","","","","","","Ars musici","","","","1","","","","Ja","","","1","49","3","CD 3 von 49","87 2209 1 32782 134 0 0 1","23"
"2","4. Deutscher Orchesterwettbewerb ‘96","Windspiele","Mersson, Boris","Originalwerk","Stert, Johannes","Orchesterverein Hilgen","","4. Deutscher Orchesterwettbewerb '96","2","Gemischte Aufnahmen","verschiedene Blasorchester, Jugendblasorchester und Blechbläserensembles auf einer der insgesamt vier CDs","""Windspiele (Boris Mersson); Evocazioni (Paul Huber); Al Fresco (Karel Husa); Puszta: 2. und 4. Satz (Jan Van der Roost); The Year of the Dragon: 2. und 3. Satz (Philip Sparke); Aus einer Sage (Thorsten Wollmann)""","Ars musici","Beim 4. Deutschen Orchesterwettbewerb 1996 in Gera waren erstmals auch die Jugendblasorchester mit einer eigenen Kategorie vertreten. Die Aufnahmen stammen in der genannten Reihenfolge von folgenden Orchestern: Orchesterverein Hilgen (Platz 1 BO), Symphonisches Blasorchester Unterpleichfeld (2 BO), Stadtkapelle Wangen (3 BO), Jugendblasorchester Marktoberdorf (1 JBO), Jugendblasorchester der Heimschule Lender, Sasbach (2 JBO), Jugendorchester Bad Freienwalde (3 JBO).","","KOB","","","","","","","09.04.2000","","","","","","","","","","","","","Ars musici","","","","1","","","","Ja","","","1","49","3","CD 3 von 49","87 2209 1 32782 134 0 0 1","23"
"20","Tschaikowsky – Gershwin","Rhapsody in Blue","Gershwin, George","nicht bekannt","Neuman, Manfred","Saar Wind Orchestra","","Tschaikowsky – Gershwin","20","Gemischte Aufnahmen","Berliner Symphoniker, Saar Wind Orchestra / Manfred Neuman","Rhapsody in Blue (George Gershwin)","Manfred Neuman","In der ersten Hälfte der neunziger Jahre zählte das (inzwischen nicht mehr unter Manfred Neumans Leitung spielende) Saar Wind Orchestra zu den führenden sinfonischen Blasorchestern Deutschlands. Man spielte auch mit »klassischen« Virtuosen. Auf dieser CD interpretiert der Pianist Wolfram Schmitt-Leonardy neben der »Rhapsody in Blue« auh Tschaikowskys berühmtes Klavierkonzert in b-Moll zusammen mit den Berliner Symphonikern.","gemitschaikowsky","KOB","","","","","","","10.04.2000","","","","","","","","","","","","","Neuman","","","","1","","","","Ja","gemitschaikowsky.jpg","","1","49","45","CD 45 von 49","87 2209 1 35159 2077 0 0 1","23"
"21","University of Warwick I","First Suite in E flat","Holst, Gustav","Originalwerk","nicht bekannt","University of Warwick Wind Orchestra","","University of Warwick I","21","Gemischte Aufnahmen","University of Warwick Wind Orchestra ","First Suite in E flat (Gustav Holst)","WARMUS CD 001","","","KOB","","","","","","","09.04.2000","","","","","","","","","","","","","WARMUS","","","","1","","","","Ja","","","1","49","46","CD 46 von 49","87 2209 1 35181 2095 0 0 1","23"
