"Hommage à St. Petersburg","1730","Niederlande","WWM 500.019","Dies ist eine der ersten CDs, die die Marinierskapel unter ihrem seit Ende 1995 amtierenden Dirigenten Maurice Hamers gemacht hat. Inoffiziellen Angaben zufolge soll sie sich trotz des sehr anspruchsvollen Programms mehr als 20 000 mal verkauft haben.","nlmarinepetersburg","KOB","Carpe Diem Musikverlag","39,90","WWM500.019","","","","WWM","20.4",""
"In Concert","565","Niederlande","Mirasound 399 137","","nlubachsberg","KOB","","","","","","","Mirasound","",""
"Inspiration","1731","Niederlande","De Haske-Records DHM 2016.3","","nlinspiration","KOB","De Haske","35,00","2.016-3","","","","Haske","17.9",""
"Introduction ","566","Niederlande","Jos Jansen","","nlgeldersintroduction","KOB","","","","","","","Jansen","",""
"Introduction, Chorale and Jubilee","567","Niederlande","Miragram 88007-2; über: BMC","","nlintroductionjubilee","KOB","","","","","","","BMC","",""
"It's so nice to meet the Brazz Brothers","568","Niederlande","Marinierskapel","","nlmarinebrazz","KOB","","","","","","","Naval","",""
"Jubilee 1996","1528","Niederlande","Kees Kramer","Populäres und zugleich niveauvolles Programm eines Jugendorchesters, das erstmals 1995 einen bleibenden Eindruck in Deutschland hinterließ. Beim 2. Deutschen Bundesmusikfest in Münster erzielte man in den Wertungsspielen der Oberstufe das beste Resultat. Rolf Rudins »Der Traum des Oenghus« war damals zum ersten Mal als Pflichtstück vorgeschrieben.","nljubilee1996","KOB","","","","","","","Kramer","",""
"Jubileum CD","569","Niederlande","Olga de Vries","Gut gelungene CD eines Orchesters aus der »1. afdeling« (etwa Mittel- bis Oberstufe). ","nllaren","KOB","","","","","","","Vries","",""
"Just Music","1732","Niederlande","De Haske-Records DHM 2013.3","","nljustmusic","KOB","De Haske","35,00","2.013-3","","","","Haske","17.9",""
"Kees Vlak Composer - Concertserie 14","570","Niederlande","Molenaar-CD 31.1035.72","Inmitten zahlreicher bekannter Titel von Kees Vlak findet sich eine kostbare Rarität: das Baßklarinetten-Konzert.","nlvlak","KOB","Molenaar Edition BV","37,50","31.1035.72","","","","Molenaar","19.17",""
"Koninklijke Fanfare Philharmonie Leende","1733","Niederlande","KRO KK CD 9203","","nlleende","KOB","Carpe Diem Musikverlag","35,00","KKCD9203","","","","Willems","17.9",""
"Koninklijke Harmonie Sainte Cécile Eijsden","571","Niederlande","Koninklijke Harmonie Ste. Cécile","Hervorragende, wenn auch etwas zu sehr auf Transkriptionen setzende CD eines limburgischen Spitzenorchesters, das beispielsweise beim WMC immer im Schatten der Ensembles aus Thorn oder Bocholtz stand. Unter Schillings' Nachfolger Jan Cober konnte im Sommer 1997 mit dem dritten Platz in der Concert afdeling Harmonie der bislang größte Erfolg erzielt werden.","nleijsden","KOB","","","","","","","Ste. Cécile","",""
"La Forza della loro Vita","1734","Niederlande","WWM 500.032","Diese CD ist eine Live-Aufnahme vom WMC 1997 in Kerkrade, wo das Andels Fanfare Corps in der Concert afdeling Fanfare den zweiten Platz belegte. Das titelgebende Stück von Rob Goorhuis (dt. Die Kraft ihres Lebens) ist der Militärkapelle gewidmet, die 1996 auf dem Flughafen von Eindhoven ums Leben kam.","nllaforzadella","KOB","Carpe Diem Musikverlag","35,00","WWM500.032","","","","WWM","17.9","0:52:10"
"Leymborgh Muziekuitgaven Vol. 4","572","Niederlande","Marlstone Records","","","KOB","","","","","","","Marlstone","",""
"Life on Mars","1735","Niederlande","De Haske-Records DHM 2007.3","","nlliftonmars","KOB","De Haske","35,00","2.007-3","","","","Haske","17.9",""
"Live Optreden","1736","Niederlande","KRO 92001","Mit diesem Repertoire gewann das Frysk Fanfare Orkest im Herbst 1991 den ersten »Mini WMC« in Kerkrade.","nlliveopreden","KOB","Carpe Diem Musikverlag","40,00","KRO92001","","","","FFO","20.45",""
"Loch Ness","1737","Niederlande","KMK 002","","nllochness","KOB","Carpe Diem Musikverlag","35,00","KMK002","","","","KMK","17.9",""
"Marines on Stage","574","Niederlande","Marinierskapel","","","KOBWEI","","","","","","","Naval","",""
"Masterpieces for Band 10 – Miss Saigon","1564","Niederlande","Molenaar-CD 31.1036.72","","nlmisssaigon","KOB","Molenaar Edition BV","37,50","31.1036.72","","","","Molenaar","19.17",""
"Masterpieces for Band 11  – Solistes","1565","Niederlande","Molenaar CD 31.1040.72","","nlsolistes","KOB","Molenaar Edition BV","37,50","31.1040.72","","","","Molenaar","19.17",""
"Masterpieces for Band 12 – Remerciements","1566","Niederlande","Molenaar-CD 31.1042.72","","nlremerciements","KOB","Molenaar Edition BV","37,50","31.1042.72","","","","Molenaar","19.17",""
"Masterpieces for Band 13 – Fifth Symphony ","1567","Niederlande","Molenaar-CD 31.1045.72","","nlsinfonie5","KOB","Molenaar Edition BV","37,50","31.1045.72","","","","Molenaar","19.17",""
"Masterpieces for Band 14 – The Waterbeggars","1568","Niederlande","Molenaar-CD 31.1046.72","","nlwaterbeggars","KOB","Molenaar Edition BV","37,50","31.1046.72","","","","Molenaar","19.17",""
"Masterpieces for Band 3","575","Niederlande","Molenaar-CD 31.1016.72","Jan Cober und seine Studenten aus Tilburg werden zu idealen Sachwaltern der Musik von Serge Lancen. Das vergleichsweise konventionellste Stück ist noch das Klavierkonzert. Im Harfenkonzert ist aus dynamischen Gründen nur ein reduziertes Blasorchester vorgesehen. Die Anforderungen an den Solo-Posaunisten sind bisweilen sehr extrem. Am Schluß wird sogar das f'' verlangt.","nlmasterpieces3","KOB","Molenaar Edition BV","37,50","31.1016.72","","","","Molenaar","19.17",""
"Masterpieces for Band 4","576","Niederlande","Molenaar-CD 31.1017.72","","nlmolmast4","KOB","Molenaar Edition BV","37,50","31.1017.72","","","","Molenaar","19.17",""
"Masterpieces for Band 5","577","Niederlande","Molenaar-CD 31.1019.72","Eine CD für frankophile Blasmusikfreunde. Einzige Molenaar-Neuerscheinung zum Zeitpunkt der Veröffentlichung der CD (1990) war die notengetreue »Bolero«-Transkription.","nlmasterpieces5","KOB","Molenaar Edition BV","37,50","31.1019.72","","","","Molenaar","19.17",""
"Masterpieces for Band 6","578","Niederlande","Molenaar-CD 31.1022.72","","nlmolmast6","KOB","Molenaar Edition BV","37,50","31.1022.72","","","","Molenaar","19.17",""
"Masterpieces for Band 7 – Music for Ballet","1569","Niederlande","Molenaar-CD 31.1024.72","","nlmasterpieces7","KOB","Molenaar Edition BV","37,50","31.1024.72","","","","Molenaar","19.17",""
"Masterpieces for Band 8","579","Niederlande","Molenaar-CD 31.1028.72","","nlmissasolemnis","KOB","Molenaar Edition BV","37,50","31.1028.72","","","","Molenaar","19.17",""
"Masterpieces for Band 9 – Testpieces at Kerkrade","1570","Niederlande","Molenaar-CD 31.1033.72","Zusammenstellung einiger WMC-Pflichtstücke älteren (van Anrooy); mittleren (van Lijnschooten) und neueren Datums (Dondeyne, Gotkovsky).","nlmasterpieces9","KOB","Molenaar Edition BV","37,50","31.1033.72","","","","Molenaar","19.17",""
"Messiaen","580","Niederlande","Chandos 9301/2","","","BLE","","","","","","","CHANDOS","",""
"More Marches 1","581","Niederlande","Molenaar-CD 31.1047.72","","nlmoremarches1","KOB","Molenaar Edition BV","37,50","31.1047.72","","","","Molenaar","19.17",""
"Mosaici Bizantini","1738","Niederlande","De Haske-Records 4003.3","","nlmosaici","KOB","De Haske","35,00","4.003-3","","","","Haske","17.9",""
"Music of Harrison Birtwistle","582","Niederlande","West Coast-NWE-632","","","BLE","","","","","","","West Coast","",""
"Music of John Adams and Robert Lang","583","Niederlande","West Coast SWE-NWE-780","","","BLE","","","","","","","West Coast","",""
"New Compositions for Concertband 10 – Chess ","1529","Niederlande","Molenaar-CD 31.1031. 72","","nlchess10","KOB","Molenaar Edition BV","37,50","31.1031.72","","","","Molenaar","19.17",""
"New Compositions for Concertband 11 – Music for Wageningen","1530","Niederlande","Molenaar-CD 31.1032.69","","nlwageningen","KOB","Molenaar Edition BV","22,40","31.1032.69","","","","Molenaar","11.45",""
"New Compositions for Concertband 13 – Wald Sinfonie","1531","Niederlande","Molenaar-CD 31.1037.72","","nlwaldsinfonie","KOB","Molenaar Edition BV","37,50","31.1037.72","","","","Molenaar","19.17",""
"New  Compositions for Concertband 14 – Pop Parade","1532","Niederlande","Molenaar-CD 31.1038.72","Ab hier sind alle Ausgaben der Reihe »New Compositions for Concertband« unter dem Kennwort »Score and Sound« mit kompletten Mini-Partituren zum Mitlesen ausgestattet worden.","nlmolcomp14","KOB","Molenaar Edition BV","37,50","31.1038.72","","","","Molenaar","19.17",""
"New Compositions for Concertband 15 – Italienische Lustspiel-Ouvertüre","1533","Niederlande","Molenaar CD 31.1039.72","","nllustspiel15","KOB","Molenaar Edition BV","37,50","31.1039.72","","","","Molenaar","19.17",""
"New Compositions for Concertband 17 – Always look at the Bright Side of Life","1534","Niederlande","Molenaar-CD 31.1043.72","","nlalwayslook","KOB","Molenaar Edition BV","37,50","31.1043.72","","","","Molenaar","19.17",""
"New Compositions for Concertband 18 – Paris Chansons","1574","Niederlande","Molenaar-CD 31.1048.72","","nlparischansons","KOB","Molenaar Edition BV","37,50","31.1048.72","","","","Molenaar","19.17",""
"New Compositions for Concertband 2","584","Niederlande","Molenaar-CD 31.1014.72","","nmolcomp2","KOB","Molenaar Edition BV","37,50","31.1014.72","","","","Molenaar","19.17",""
"New Compositions for Concertband 3","585","Niederlande","Molenaar-CD 31.1015.72","","nlconcertband3","KOB","Molenaar Edition BV","37,50","31.1015.72","","","","Molenaar","19.17",""
"New Compositions for Concertband 4","586","Niederlande","Molenaar-CD 31.1018.72","","nlmolcomp4","KOB","Molenaar Edition BV","37,50","31.10.18.72","","","","Molenaar","19.17",""
"New Compositions for Concertband 5","587","Niederlande","Molenaar-CD 31.1020.72","","nlcompositionsconcert5","KOB","Molenaar Edition BV","37,50","31.1020.72","","","","Molenaar","19.17",""
"New Compositions for Concertband 6","588","Niederlande","Molenaar-CD 31.1021.72","","nlamsterdam6","KOB","Molenaar Edition BV","37,50","31.1021.72","","","","Molenaar","19.17",""
"New Compositions for Concertband 8 –  Misty","1535","Niederlande","Molenaar-CD 31.1027.72","","nlmolcomp8","KOB","Molenaar Edition BV","37,50","31.1027.72","","","","Molenaar","19.17",""
"New Compositions for Concertband 9 – Upside down","1536","Niederlande","Molenaar-CD 31.1030.72","Titelstück dieser CD ist die erste Komposition, die Manfred Schneider bei Molenaar veröffentlichte – und zugleich die erste, in der er von seinen für ihn typisch gewordenen Riffs abrückte.","nlupsidedown","KOB","Molenaar Edition BV","37,50","31.1030.72","","","","Molenaar","19.17",""
"New Horizons","1739","Niederlande","Curnow Records CR 95001","","nlnewhorizons","KOB","De Haske","35,00","CR95.001-3","","","","Curnow","17.9",""
"New Life","589","Niederlande","Mirasound 399.179","","","KOB","","","","","","","Mirasound","",""
"Of Men and Mountains","1740","Niederlande","De Haske-Records 3.008","","nlmenandmountains","BRB","De Haske","35,00","3.008-3","","","","Haske","17.9",""
"Omaggio a Kristina D","590","Niederlande","STH-Records","Wenn man wissen will, was Spitzen-Fanfarenorchester heute leisten können (bzw. müssen), dann höre man sich das erste und dritte Stück dieser CD an. Diese Kompositionen waren beim WMC 1997 Pflichtstücke in der Concert afdeling Fanfare (Omaggio...) und in der 1. Division Fanfare (Avalon).","nlomaggiokristina","KOB","","","","","","","STH","",""
"Omroep Limburg – Klassiek 1","591","Niederlande","Stichting Omroep Limburg","","nlgrevenbichtlimburg","KOB","","","","","","","Omroep Limburg","",""
"Omroep Limburg – Klassiek 10","592","Niederlande","Stichting Omroep Limburg","""Der Omroep Limburg in Maastricht sendet, gemäß dem hohen Stellenwert der Blasmusik in der südlichsten niederländischen Provinz, regelmäßig Blasmusik in seinem Programm, z.B. Live-Übertragungen vom WMC aus Kerkrade oder von regionalen Wettbewerben. Aus dem inzwischen sehr stark angewachsenen Fundus an Aufnahmen werden seit einiger Zeit regelmäßig CDs herausgegeben; nicht nur im Blasmusikbereich, wie man anhand der lückenhaften Nummerierung erkennen kann.""","nlaemiliaanlimburg","KOB","","","","","","","Omroep Limburg","",""
"Omroep Limburg – Klassiek 2","593","Niederlande","Stichting Omroep Limburg","","nffolimburg","KOB","","","","","","","Omroep Limburg","",""
"Omroep Limburg – Klassiek 4","594","Niederlande","Stichting Omroep Limburg","","nlmeerslimburg","KOB","","","","","","","Omroep Limburg","",""
"Omroep Limburg – Klassiek 8","595","Niederlande","Stichting Omroep Limburg","","nlomroeplimburg8","KOB","","","","","","","Omroep Limburg","",""
"On the Double","596","Niederlande","Miragram 88030-2; über: BMC","","nlonthedouble","KOB","","","","","","","BMC","",""
"On Tour ","1741","Niederlande","WWM 500.015","Diese zu Anfang der 90er Jahre erschienene CD dokumentiert die ganze Bandbreite des Repertoire, über die ein herausragendes Fanfarenorchester heute verfügen muß: von Originalwerken der schwierigsten Art (Van der Roost, Sparke, Goorhuis) bis hin zu Dixieland-Rhythmen und Evergreens.","nlontournjfo","KOB","Carpe Diem Musikverlag","35,00","WWM500.015","","","","WWM","17.9",""
"Originals for Band","1537","Niederlande","Mansarda Sintra","Erste CD eines neuen Verlages – trotz des Titels nicht nur mit Originalwerken -, der in den Niederlanden u.a. die Vertretung für die Werke Rolf Rudins hat.","nloriginalsforbandvol1","KOB","","","","","","","Mansarda","",""
"Overture 1812 ","1742","Niederlande","De Haske-Records DHR 11.004-3","Walter Ratzek war 1995 und 1996 mehrmals Gastdirigent bei der Königlichen Militärkapelle Den Haag. Diese Verlags-CD stellt eine besondere Premiere dar, da zum ersten Mal ein Dirigent aus Deutschland bei einem derartigen Unterfangen am Pult steht.","nlratzekkmk","KOB","De Haske","35,00","11.004-3","","","","Haske","17.9",""
"Philips Symphonic Band","597","Niederlande","Philips 100 . 80 – 454","","nlphilipssymphonicband","KOB","","","","","","","Philips","",""
"Pini di Roma ","1743","Niederlande","De Haske-Records DHR 11.005","Eine der wenigen Verlags-CDs mit programmatischem »rotem Faden«: Transkriptionen aus der (spät)romantischen italienischen Oper und Symphonik. »Ballabili« ist nur ein Teil aus der Ballettmusik des 3. Aktes zu »Macbeth« und läßt daher nur bedingt Vergleiche zur kompletten Einspielung durch das Staatsorchester Stuttgart zu (siehe CD »Verdi und die Banda« im Kapitel »Deutschand«).","nlpinidieroma","KOB","De Haske","35,00","11.005-3","","","","Haske","17.9",""
"Poème Montagnard","1744","Niederlande","De Haske-Records DHR 4.007-3","Im Titelstück, einer Auftragskomposition für das Orchestre d'Harmonie du Val d'Aoste, setzt Jab Van der Roost u.a. ein Blockflötenquartett ein (alternativ zu besetzen mit 2 Oboen, Englischhorn und Fagott).","nlpoememontag","KOB","De Haske","35,00","4.007-3","","","","Haske","17.9",""
"Portrait of Alfred Reed","1745","Niederlande","KMK 006","Auf dieser 1993 erschienenen CD findet sich die Ersteinspielung von Alfred Reeds 4. Sinfonie, die im Sommer des gleichen Jahres Pflichtstück in der Konzert-Abteilung Harmonie des WMC Kerkrade war.","nlkmkreed","KOB","Carpe Diem Musikverlag","39,90","KMK/KRO006","","","","KMK","20.4",""
"Portrait of Frigyes Hidas","1746","Niederlande","World Wind Music","","nlportraitoffrigyeshidas","KOB","Carpe Diem Musikverlag","39,90","KMK/BMC011","","","","WWM","20.4",""
"Portrait of Hardy Mertens","1747","Niederlande","KMK 004","","nlkmkmertens","KOB","Carpe Diem Musikverlag","40,00","KMK/KRO004","","","","KMK","20.45",""
"Portrait of James Barnes","598","Niederlande","WWM / KMK 010","","nlkmkbarnes","KOB","Carpe Diem Musikverlag","39,90","kmk010","","","","WWM","20.4",""
"Portrait of Johan de Meij","1748","Niederlande","KMK 003","","nlkmkmeij","KOB","Carpe Diem Musikverlag","39,90","KMK003","","","","KMK","20.4",""
"Quatre Chansons","1749","Niederlande","WWM 500.043","Vertonungen von Chansons des Belgiers Jacques Brel in sehr origineller Instrumentation: Fanfarenorchester und Bariton-Stimme.","nlquatrechansons","KOB","Carpe Diem Musikverlag","35,00","WWM500.043","","","","WWM","17.9",""
"Ratatouille","1750","Niederlande","Amstel Classics CD 9501","","nlratatouille","KOB","Carpe Diem Musikverlag","35,00","CD9501","","","","Amstel","17.9",""
"Reflections","1751","Niederlande","De Haske Records DHM 2011.3","","nlreflections","BRBKOB","De Haske","35,00","2.011-3","","","","Haske","17.9",""
"René Pisters for Fanfare«","599","Niederlande","North Music","","","KOB","","","","","","","North Music","",""
"Revisions","1752","Niederlande","De Haske DHM 12.001-3","","nlrevisions","KOB","De Haske","35,00","12.001-3","","","","Haske","17.9",""
"Rhapsodie Roumaine","600","Niederlande","Major Art Music","","nlrhapsodieroumaine","KOB","Carpe Diem Musikverlag","39,90","88145-2","","","","Major Art Music","20.4",""
"Rimsky-Korsakow ","1753","Niederlande","Klaaswaals ","Eines der zahllosen herausragenden Vereinsorchester, beim WMC zumeist auf vorderen Rängen anzutreffen, präsentiert hier eine CD, die ganz im Zeichen eines einzigen Komponisten steht. Dirigent Wim Steinmann, Flötist bei den Rotterdamer Philharmonikern, sorgt für einen warmen, wirklich »sinfonischen« Klang.","nlrimskysteinmann","KOB","Carpe Diem Musikverlag","39,90","KSB95001","","","","Klaaswaal","20.4",""
"Roman Wells","601","Niederlande","Miragram 88039-2; über: BMC","","nlromanwells","KOB","","","","","","","BMC","",""
"Royal Salute","602","Niederlande","North Music 9701-2","","","KOB","","","","","","","North Music","",""
"Scenes for Band","603","Niederlande","Rundel MVSR 010","","nlscenesforband","KOB","Rundel","36,00","MVSR010","","","","Rundel","18.41",""
"Showdown for Band","1754","Niederlande","De Haske DHR 2.024-3","","nlshowdown","KOB","De Haske","35,00","2.024-3","","","","Haske","17.9",""
"Sinfonia Classica","604","Niederlande","Molenaar-CD 31.1007.72","","nlsinfoniaclassica","KOB","Molenaar Edition BV","37,50","31.1007.72","","","","Molenaar","19.17",""
"Slavia","1755","Niederlande","De Haske-Records DHM 2.015-3","","nlslavia","KOB","De Haske","35,00","2.015-3","","","","Haske","17.9",""
"Soli & Vizzutti on Tour","1756","Niederlande","De Haske Records 197.010","","nlvizzuttiontour","BRB","De Haske","35,00","3.024-3","","","","Haske","17.9",""
"Soli Solo","1757","Niederlande","De Haske-Records 3.021-3","","nlsolisolo","BRB","De Haske","35,00","3.021-3","","","","Haske","17.9",""
"Solitaire","1758","Niederlande","De Haske DHR 3.029-3","","nlsolitaire","BRB","De Haske","35,00","3.029-3","","","","Haske","17.9",""
"Some enchanted Evening","605","Niederlande","Molenaar-CD 31.1026.72","","nlenchantedevening","KOB","Molenaar Edition BV","37,50","31.1026.72","","","","Molenaar","19.17",""
"Southwinds","1759","Niederlande","De Haske-Records 12.002-3","","nlsouthwinds","KOB","De Haske","35,00","12.002-3","","","","Haske","17.9",""
"Stonehenge","1760","Niederlande","De Haske-Records 3.015","","nlstonehenge","BRB","De Haske","35,00","3.015-3","","","","Haske","17.9",""
"Symfonische Blaasmuziek","607","Niederlande","Eurosound ES 47.264","","","KOB","","","","","","","Eurosound","",""
"Symphonic Variants","1761","Niederlande","De Haske-Records 4.008","Im Mittelpunkt dieser Aufnahme steht der Euphonium-Solist Steven Mead, der in den drei großen Nummern von James Curnow brillieren kann.","nlsymphonicvariants","KOB","De Haske","35,00","4.008-3","","","","Haske","17.9",""
"Symphonic Wind Orchestra St. Michael Thorn","1575","Niederlande","WWM 500.034","","nlthorntbone","KOB","Carpe Diem Musikverlag","39,90","WWM500.034","","","","WWM","20.4",""
"Symphony of Hope","608","Niederlande","Schorer","","nlsymphonyofhope","KOB","","","","","","","Schorer","",""
"The Amsterdam Wind Orchestra","609","Niederlande","JE Classic 900 101; über: Amstel-Music","Zweite Einspielung von »The Lord of the Rings«, die nur kurz nach der CD-Premiere durch die Königliche Militärkapelle erschienen ist. Unter Leitung des Gastdirigenten Arie van Beek läuft das Amsterdam Wind Orchestra, dessen 2. Posaunist übrigens Johan de Meij selbst ist, zu großartiger Form auf.","nlawolordoftherings","KOB","","","","","","","Amstel","","0:58:43"
"The Art of André Waignein","1762","Niederlande","Mitropa-CD 91.003","Gut aufgenommene Zusammenstellung, die einen Einblick in das vielfältige Bläserschaffen des Wallonen Waignein ermöglicht.","czartofandrewaignein","KOB","De Haske","35,00","91.003","","","","Haske","17.9",""
"The Big Apple","610","Niederlande","WWM 500 003","Ersteinspielung von Johan de Meijs – zumindest für Blasorchester-Dimensionen – monumentaler  2. Sinfonie. Das Amsterdam Wind Orchestra und Heinz Friesen haben 1994 auch die Uraufführung in Utrecht gespielt.","nlawobigapple","KOB","","","","","","","WWM","",""
"The Bright Sound of Heineken","611","Niederlande","Eurosound ES 47.040","Hier spielt der selten anzutreffende Typus eines Brauerei-Werksorchesters. Ein Blick auf das zumeist anspruchsvolle Repertoire zeigt, daß sich ein solches Ensemble bei Bedarf sehr weit von der sogenannten »Biermusik« entfernen kann.","nlheineken","KOB","","","","","","","Eurosound","",""
"The Land of Wind and Water","1763","Niederlande","De Haske DHR 12.005-3","","nllandwindwater","KOB","De Haske","35,00","12.005-3","","","","Haske","17.9",""
"The Lord of the Rings ","612","Niederlande","KMK 001","Die Uraufführung von Johan de Meijs erster Sinfonie »The Lord of the Rings« durch die belgischen Gidsen im Frühjahr 1989 blieb ohne direkten Nachhall. Erst diese Aufnahme half dem Werk zu seinem internationalen Durchbruch, der am Ende des Jahres mit der Verleihung des renommierten Louis Sudler-Kompositionspreises seine Krönung fand.","nllordoftherings","KOB","Carpe Diem Musikverlag","39,90","KMK001","","","","KMK","20.4",""
"The New Village","613","Niederlande","Rundel MVSR 002-2","Erste deutsche Verlags-CD, die von einem niederländischen Amateur- Blasorchester eingespielt wurde. Das Repertoire bewegt sich mit Ausnahme von »Die große Seefahrt« in der Mittel- bis Oberstufe.","nlnewvillage","KOB","Rundel","36,00","MVSR002-2","","","","Rundel","18.41",""
"The Wind Music of Jacob de Haan Vol. 1","1764","Niederlande","De Haske-Records 10.004-3","","nljacobdehaan","KOB","De Haske","35,00","10.004-3","","","","Haske","17.9",""
"The Wind Music of Jan Van der Roost Vol. 1","1765","International","De Haske-Records 10.001","","intthewindmusic1","KOB","De Haske","35,00","10.001-3","","","","Haske","17.9",""
"The World of Bach","1766","Niederlande","De Haske-Records 11.001","","nltheworldofbach","KOB","De Haske","35,00","11.001-3","","","","Haske","17.9",""
"Tignale","614","Niederlande","BMC","","nltignale","KOB","","","","","","","BMC","",""
"Variazioni","615","Niederlande","Molenaar-CD 31.1009.72","","nlvariazioni","KOB","Molenaar Edition BV","37,50","31.1009.72","","","","Molenaar","19.17",""
"Vizzutti plays Vizzutti","1767","Niederlande","De Haske Records 4.006","","nlvizzuttijwf","KOB","De Haske","35,00","4.006-3","","","","Haske","17.9",""
"Werken van Bernard van Beurden","1768","Niederlande","WWM KK 9416","","nlbeurdenrotterdam","KOB","Carpe Diem Musikverlag","39,90","KKCD9416","","","","WWM","20.4",""
"Whimsical Turns","1769","Niederlande","WWM 500.002","","nlwhimsicalturns","KOB","Carpe Diem Musikverlag","35,00","WWM500.002","","","","WWM","17.9",""
"Wilhelmina Glanerbrug","616","Niederlande","A.J. Schippers","","","KOB","","","","","","","Schippers","",""
"Willy Hautvast – Composer and Arranger","617","Niederlande","Molenaar-CD 31.1025.72","","nlwillyhautvast","KOB","Molenaar Edition BV","37,50","31.1025.72","","","","Molenaar","19.17",""
"Wind Music from the Netherlands I","618","Niederlande","NM Classics 92080","Hervorragende Zusammenstellung niederländischer Blasmusik des 19. Jahrhunderts","nlwmnetherlands","KOB","","","","","","","CNM","",""
"Wind-Harp","619","Niederlande","Molenaar-CD 31.1010.72","","nlwindharp","KOB","Molenaar Edition BV","37,50","31.1010.72","","","","Molenaar","19.17",""
"Winds and Voices","620","Niederlande","Molenaar-CD 31.1012.72","Eine der ersten und immer noch wichtigsten thematischen CDs zum Thema »Chor und Blasorchester«.","nlwindsandvoices","KOB","Molenaar Edition BV","37,50","31.1012.72","","","","Molenaar","19.17",""
"Winds, Strings and Piano","1770","Niederlande","KMK 005","Von der Dauer der Stücke her hätte bei dieser sehr außergeöhnlichen Produktion auch ein einzige CD ausgereicht. Kuijpers ließ sich bei der Konzeption davon leiten, Solowerke für Nicht-Blasinstrumente aufzunehmen.","nlwindsstringspiano","KOB","Carpe Diem Musikverlag","45,00","KMK005","2","","","KMK","23.01",""
"WMC 1997 – The Winning Concert","1771","Niederlande","World Wind Music WWM 500.033","Die Königlichen aus Thorn waren beim WMC 1997 ein würdiger Sieger in der »Königsdisziplin« Concert afdeling Harmonie. Die vorliegende CD dokumentiert das herausragende Konzert am Abschlußtag des Wettbewerbs.","nlwmcwinningconcert","KOB","Carpe Diem Musikverlag","35,00","WWM500.033","","","","WWM","17.9",""
"Yellow Mountains","1772","Niederlande","De Haske-Records 2.023","","nlyellowmountains","KOB","De Haske","35,00","DHR2.023-3","","","","Haske","17.9",""
"1996 Mid-West Representative Band of the Norwegian Armed Forces","621","Norwegen","Mark MW96MCD20","Zehn Jahre, nachdem das Repräsentationsorchester der norwegischen Armee als erstes nicht-amerikanisches Orchester bei der Midwest-Clinic in Chicago aufgetreten war, gestaltete sich der zweite Auftritt in diesem Rahmen ebenfalls zu einem bemerkenswerten musikalischen Ereignis. [Hinweise zu den Produktionen der Firma Mark Custom Recording Service siehe CD »1988 Mid-West US Marine Band«.]","","KOB","","","","","","","Mark","",""
"Bergensiana","622","Norwegen","Doyen CD 070","Herausragende Mischung von Klassikern und gefälligen neuen Werken aus dem norwegischen Repertoire. Der außergewöhnliche »Bridal March« aus der Feder des »Brazz Brothers«-Mitglied Jan Magne Førde ist fast alleine schon die Anschaffung der CD wert.","norbergensiana","KOB","Carpe Diem Musikverlag","39,90","DCD070","","","","Doyen","20.4",""
"Blowing","623","Norwegen","Royal Norwegian Navy Band ","","","KOB","","","","","","","Norwegian Navy","",""
"Crossover ","624","Norwegen","Doyen CD 083","Der Name der CD ist in vielerlei Hinsicht Programm: ein vielseitiges und in kein festes Schema pasendes Repertoire; zu etwa gleichen Teilen norwegischer und britischer Herkunft, gespielt von einem norwegischen Orchester mit einem britischen Dirigenten.","norcrossover","BRBKOB","","","","","","","Doyen","",""
"King's Messenger","1538","Norwegen","Doyen CD 047","Mit britischer »Nachhilfe« – es dirigieren Elgar Howarth, Howard Snell und Ray Farr – wurde ein nahezu ausschließlich britisches Repertoire eingespielt: vom seriösen Wettbewerbsstück bis zur Unterhaltungsmusik. Wo bleibt das einheimische Repertoire?  »Arctic Funk« von Aagaard-Nilsen fungiert offenbar als »nordisches Feigenblatt«.","norkingsmessenger","BRB","Carpe Diem Musikverlag","39,90","DCD047","","","","Doyen","20.4",""
"Marches and Light Music from Norway","625","Norwegen","NOPA CD 2917","","","KOB","","","","","","","NOPA","",""
"Norges Nasjonale Ungdomskorps","626","Norwegen","Norges Musikkorps Forbund","","nornasjonaleung","KOB","","","","","","","NMF","",""
"Norgesmesterskapet for Brassband 1997","1571","Norwegen","Doyen CD 063","Live-Mitschnitt, der einen guten Einblick in die hohe Blechbläserkultur Norwegens gibt. Schaut man auf das Repertoire, dann fragt man sich (wie bei manchen ähnlichen Gelegenheiten beispielsweise in der Schweiz): Wo bleiben die einheimischen Brassband-Komponisten? Norwegen scheint mehr als nur Torstein Aagaard-Nilsen zu bieten zu haben; man sehe und höre sich nur die  CD »The Color Gobbler« an.","nornorgesmester1997","BRB","","","","2","","","Doyen","",""
"Norgesmesterskapet for Brassband 1998","627","Norwegen","Doyen CD 075","","n1998norgesmester","BRB","Carpe Diem Musikverlag","59,00","DCD075","2","","","Doyen","30.17",""
"Norgesmesterskapet for Janitsjar '93","628","Norwegen","Norges Musikkorps Forbund (NMF)","","nornmforjanitsjar","KOB","","","","","","","NMF","",""
