"Frontiers","1190","USA","NfS ","Die Tonträgerproduktionen (LP und CD) der jetzigen ACC Heritage of America Band (früher Tactical Air Command Band) sind in ihrer Konsequenz einmalig unter den Produktionen der amerikanischen Militärorchester. Hinter der Anlage des Projektes steht Lowell E. Graham, seit 1995 Chef der United States Air Force Band in Washington DC. Erste Ansätze sind bereits während seiner Arbeit mit der Air Force Band of the Golden Gate belegbar. Mit dem 45-Mann-Orchester aus Langley erarbeite Graham im Laufe der Zeit eine Diskographie, die man als ideales Wirken eines Militärorchesters im Sinne der Blasmusik zu werten hat. Losgelöst von kommerziellen Zwängen wurden die dienstlichen Tätigkeitsfelder einer Militärmusik in exemplarischen Einspielungen abgedeckt und auch die Unterhaltung in gesamter Bandbreite dargestellt. In dieser Arbeit ist die Transkription der Spitzenklasse ebenso vertreten wie die originale Blasmusik, welche in der letzten Zeit den Schwerpunkt der Aufnahmen bildet. Vielfach sind es Auftragswerke mit Bezug zum Abenteuer Fliegen, der Luftfahrt und Luftwaffe, ohne daß sich hieraus ein Wirken im Sinne einer fliegerischen Wehrertüchtigung ableiten ließe. Diese Arbeit setzt Lowell Graham nunmehr in Washington auf höherer Ebene konsequent fort, während in Langley Capt. Larry H. Lang energisch und zielstrebig auf den Pfaden von Lowell E. Graham wandelt.","usafrontiers","KOB","","","","","","","NfS (USAir Force ACC)","",""
"Galaxies","1787","USA","Curnow Records CR 98.010","","usagalaxies","KOB","De Haske","35,00","CR98.010-3","","","","Curnow","17.9",""
"Gawd$illa Eats Las Vegas!","1191","USA","Mark MCD-2570","Das musikalische Programm des Titelstück ist geprägt von sehr skurilem Humor. Es wäre wünschenswert, wenn die keineswegs allzu »moderne« Komposition als kleiner Kontrast zu Roland Emmerichs Film-Godzilla größere Bekanntheit erreichen würde. [Hinweise zu den Produktionen der Firma Mark Custom Recording Service siehe CD »1988 Mid-West US Marine Band«.]","usagawdsilla","KOB","","","","","","","Mark","","1:02:58"
"Genesis","1192","USA","Ronald Johnson","Nicht zuletzt durch seine Mitarbeit beim Planungskomitee der Internationalen Festlichen Musiktage Uster hat sich Ronald Johnson eine internationale Repertoire-Kenntnis erworben, wie sie bei amerikanischen Dirigenten selten anzutreffen ist. Auch die anderen CDs der University of Northern Iowa Wind Symphony zeigen eine entsprechende Repertoire-Vielfalt.","usagenesis","KOB","","","","","","","Johnson","",""
"Ghost Train","1193","USA","Mark MCD-1930","Hinweise zu den Produktionen der Firma Mark Custom Recording Service siehe CD »1988 Mid-West US Marine Band«.","usaghosttrain","KOB","","","","","","","Mark","","1:04:43"
"Golden Age of the March","1194","USA","WFR 101","","usagoldenmarch","KOB","Carpe Diem Musikverlag","39,90","WFR101","","","","WFR","20.4",""
"Golden Age of the March Vol.2","1195","USA","WFR 174","","usagoldenagevol2","KOB","Carpe Diem Musikverlag","39,90","WFR174","","","","WFR","20.4",""
"Gould, Giannini & Hovhaness","1196","USA","Mercury 434 320-2","Wenn es unter blasmusikalischen Produktion (LP und CD) Klassiker gibt, dann trifft das ohne Abstriche auf diese Produktion zu, die aus Aufnahmen von zwei LP zusammengestellt wurde. Das Eastman Wind Ensemble präsentiert sich hier, wie man es im Grunde gewohnt ist: als Formation der Spitzenklasse.","usagould","KOB","","","","","","","Mercury","",""
"Hail Sousa","1197","USA","West Coast UMB-142","","","KOB","","","","","","","West Coast","",""
"Haltom High School Symphonic Winds","1198","USA","Mark MW93MCD 25 ","Hinweise zu den Produktionen der Firma Mark Custom Recording Service siehe CD »1988 Mid-West US Marine Band«.","usahaltomhigh","KOB","","","","","","","Mark","",""
"Hands across the Sea – Marches from around the World","1199","USA","West Coast EWE-696","","","KOB","","","","","","","West Coast","",""
"Hanson . Benson . Brant","1200","USA","Centaur Records CRC 2014","","","KOB","","","","","","","Centaur","",""
"Hanson • Schwantner • Copland","1201","USA","SRI 75132","","","KOB","","","","","","","SRI","",""
"Hearts Music","1202","USA","Klavier KCD 11064","","usaheartsmusic","KOB","","","","","","","Klavier","",""
"Andel's Wind Band Series Vol. 4 – Hello!","1203","USA","Andel ","Der belgische Verlag Andel produzierte mit diesem recht »braven« Repertoire erstmals eine CD in den USA.","usahello","KOB","Carpe Diem Musikverlag","39,90","ES47.280","","","","Andel","20.4",""
"Heroes, Lost and Fallen...But Not Forgotten","1204","USA","USAF Band of Mid-America (NfS)","","usaheroes","KOB","","","","","","","NfS","",""
"Holidays and Epiphanies ","1205","USA","RR-76CD","","usaholidaysepiphanies","KOB","Inakustik","44,50","RR76","","","","RR","22.75",""
"Holst","1206","USA","RR-39CD","","usaholsthammersmith","KOB","Inakustik","44,50","RR39","","","","RR","22.75",""
"Holst. Händel. Bach","1207","USA","West Coast CSW-157","","","KOB","","","","","","","West Coast","",""
"Houston Symphonic Band","1208","USA","Mark MCD-2614","Hinweise zu den Produktionen der Firma Mark Custom Recording Service siehe CD »1988 Mid-West US Marine Band«.","","KOB","","","","","","","Mark","",""
"Images - Robert Sheldon","1209","USA","WFR 104","","usaimages","KOB","Carpe Diem Musikverlag","39,90","WFR104","","","","WFR","20.4",""
"In all its Glory","1210","USA","WFR 102","","usainallitsglory","KOB","Carpe Diem Musikverlag","39,90","WFR102","","","","WFR","20.4",""
"In Concert ","1211","USA","Klavier KCD 11067","","inconcert","KOB","","","","","","","Klavier","","1:01:06"
"In Concert ","1212","USA","St. Olaf Records","","inconcert","KOB","","","","","","","St. Olaf","","1:12:59"
"In Concert ","1213","USA","NfS ","Die Tonträgerproduktionen (LP und CD) der jetzigen ACC Heritage of America Band (früher Tactical Air Command Band) sind in ihrer Konsequenz einmalig unter den Produktionen der amerikanischen Militärorchester. Hinter der Anlage des Projektes steht Lowell E. Graham, seit 1995 Chef der United States Air Force Band in Washington DC. Erste Ansätze sind bereits während seiner Arbeit mit der Air Force Band of the Golden Gate belegbar. Mit dem 45-Mann-Orchester aus Langley erarbeite Graham im Laufe der Zeit eine Diskographie, die man als ideales Wirken eines Militärorchesters im Sinne der Blasmusik zu werten hat. Losgelöst von kommerziellen Zwängen wurden die dienstlichen Tätigkeitsfelder einer Militärmusik in exemplarischen Einspielungen abgedeckt und auch die Unterhaltung in gesamter Bandbreite dargestellt. In dieser Arbeit ist die Transkription der Spitzenklasse ebenso vertreten wie die originale Blasmusik, welche in der letzten Zeit den Schwerpunkt der Aufnahmen bildet. Vielfach sind es Auftragswerke mit Bezug zum Abenteuer Fliegen, der Luftfahrt und Luftwaffe, ohne daß sich hieraus ein Wirken im Sinne einer fliegerischen Wehrertüchtigung ableiten ließe. Diese Arbeit setzt Lowell Graham nunmehr in Washington auf höherer Ebene konsequent fort, während in Langley Capt. Larry H. Lang energisch und zielstrebig auf den Pfaden von Lowell E. Graham wandelt.","","KOB","","","","","","","NfS (USAir Force ACC)","",""
"In Concert with the University of Illinois Symphonic Band – The Begian Years Vol. IX","1214","USA","Mark MCD-1650","Hinweise zu den Produktionen der Firma Mark Custom Recording Service siehe CD »1988 Mid-West US Marine Band«.","usaillinois9","KOB","Carpe Diem Musikverlag","35,00","mcd1650","","","","Mark","17.9",""
"In Concert with the University of Illinois Symphonic Band – The Begian Years Vol. I","1215","USA","Mark MCD-1210 ","Hinweise zu den Produktionen der Firma Mark Custom Recording Service siehe CD »1988 Mid-West US Marine Band«.","usabegianyearsvol1","KOB","","","","","","","Mark","",""
"In Concert with the University of Illinois Symphonic Band – The Begian Years Vol. II","1216","USA","Mark MCD-1211 ","Hinweise zu den Produktionen der Firma Mark Custom Recording Service siehe CD »1988 Mid-West US Marine Band«.","usabegianyearsvol2","KOB","","","","","","","Mark","",""
"In Concert with the University of Illinois Symphonic Band – The Begian Years Vol. III","1217","USA","Mark MCD-1212 ","Hinweise zu den Produktionen der Firma Mark Custom Recording Service siehe CD »1988 Mid-West US Marine Band«.","usabegianyearsvol3","KOB","","","","","","","Mark","",""
"In Concert with the University of Illinois Symphonic Band; The Begian Years Vol. IV -American and Henry Fillmore Marches","1218","USA","Mark MCD-1210","Hinweise zu den Produktionen der Firma Mark Custom Recording Service siehe CD »1988 Mid-West US Marine Band«.","","KOB","","","","","","","Mark","",""
"In Concert with the University of Illinois Symphonic Band; The Begian Years Vol. V – Continental and Karl King Marches","1219","USA","Mark MCD 1387","Hinweise zu den Produktionen der Firma Mark Custom Recording Service siehe CD »1988 Mid-West US Marine Band«.","thebegianyears","KOB","Carpe Diem Musikverlag","35,00","mcd1387","","","","Mark","17.9",""
"In Concert with the University of Illinois Symphonic Band; The Begian Years Vol. VI","1220","USA","Mark MCD-1647","Hinweise zu den Produktionen der Firma Mark Custom Recording Service siehe CD »1988 Mid-West US Marine Band«.","usaillinoisvol6","KOB","Carpe Diem Musikverlag","35,00","mcd1647","","","","Mark","17.9",""
"In Concert with the University of Illinois Symphonic Band; The Begian Years Vol. VII","1221","USA","Mark MCD-1648","Hinweise zu den Produktionen der Firma Mark Custom Recording Service siehe CD »1988 Mid-West US Marine Band«.","usaillinois7","KOB","Carpe Diem Musikverlag","35,00","mcd1648","","","","Mark","17.9",""
"In Concert with the University of Illinois Symphonic Band; The Begian Years Vol. VIII","1222","USA","Mark MCD-1649","Hinweise zu den Produktionen der Firma Mark Custom Recording Service siehe CD »1988 Mid-West US Marine Band«.","usaillinoisVIII","KOB","Carpe Diem Musikverlag","35,00","mcd1649","","","","Mark","17.9",""
"In Concert with the University of Illinois Symphonic Band; The Begian Years Vol. X","1223","USA","Mark MCD-1651","Hinweise zu den Produktionen der Firma Mark Custom Recording Service siehe CD »1988 Mid-West US Marine Band«.","usaillinoisvol10","KOB","Ewoton","35,00","mcd1651","","","","Mark","17.9",""
"Indiana State University Symphonic Wind Ensemble","1224","USA","Boyd","Live-Aufnahme von der Atlanta International Band & Orchestra Conference.","","KOB","","","","","","","Boyd","",""
"It Takes a Village","1544","USA","Mark MCD-2790","Hinweise zu den Produktionen der Firma Mark Custom Recording Service siehe CD »1988 Mid-West US Marine Band«.","usaittakesavillage","KOB","Carpe Diem Musikverlag","39,90","2863","","","","Mark","20.4","1:04:45"
"Ithaca College Wind Ensemble","1225","USA","Mark MCBS-35891 ","Hinweise zu den Produktionen der Firma Mark Custom Recording Service siehe CD »1988 Mid-West US Marine Band«.","usaithaca","KOB","","","","","","","Mark","",""
"Joy to the World","1226","USA","US Air Force Band (NfS)","Eine herausragende Weihnachts-CD mit einer guten Mischung aus rein instrumentaler und instrumental-vokaler Musik.","usajoytotheworldusaf","KOBWEI","","","","","","","NfS (USAir Force)","",""
"Jubilance","1227","USA","WFR 180","","usajubilance","KOB","Carpe Diem Musikverlag","39,90","WFR180","","","","WFR","20.4",""
"Jubilee","1228","USA","US Navy Band (NfS)","","","KOB","","","","","","","NfS (Navy)","",""
"Jupiter","1229","USA","Tennessee","","usajupiter","KOB","","","","","","","Tennessee","",""
"Kappa Kappa Psi and Tau Beta Sigma – National Intercollegiate Band 1995","1230","USA","Buchen","","usa50thanniversary","KOB","","","","","","","Buchen","",""
"King's Mountain Adventure – Album for the Young","1231","USA","WFR183","","usakingsmountain","KOB","Carpe Diem Musikverlag","39,90","WFR183","","","","WFR","20.4",""
"Kjos Concert Band Audio Library – Grade 1 1/2","1233","USA","Kjos (Demo)","","","KOB","","","","","","","Kjos","",""
"Kjos Concert Band Audio Library – Grade 2","1234","USA","Kjos (Demo)","","","KOB","","","","","","","Kjos","",""
"Kjos Concert Band Audio Library – Grade 2-2 1/2","1235","USA","Kjos (Demo)","","","KOB","","","","","","","Kjos","",""
"Kurka; Milhaud; Weill","1236","USA","Koch International Classics 3-7091-2H1","","","KOB","","","","","","","KOCH","",""
"Lake Highlands High School Symphonic Band 1971-1976 I","1237","USA","Mark MCD-1590","Hinweise zu den Produktionen der Firma Mark Custom Recording Service siehe CD »1988 Mid-West US Marine Band«.","","KOB","","","","","","","Mark","",""
"Lake Highlands High School Symphonic Band 1971-1976 II","1238","USA","Mark MCD-1591","Hinweise zu den Produktionen der Firma Mark Custom Recording Service siehe CD »1988 Mid-West US Marine Band«.","","KOB","","","","","","","Mark","",""
"Live","1239","USA","West Coast (NAWS-823)","","","KOB","","","","","","","West Coast","",""
"Live – Volume 1 & 2","1240","USA","Mark MCD-2223/2224","Hinweise zu den Produktionen der Firma Mark Custom Recording Service siehe CD »1988 Mid-West US Marine Band«.","usalivepiedmont","KOB","","","","2","","","Mark","",""
"Live at the 1995 TMEA","1241","USA","Mark TMEA95MCD-4","Hinweise zu den Produktionen der Firma Mark Custom Recording Service siehe CD »1988 Mid-West US Marine Band«.","","KOB","","","","","","","Mark","",""
"Live at WASBE 1991","1242","USA","Mark MCD-1203","Hinweise zu den Produktionen der Firma Mark Custom Recording Service siehe CD »1988 Mid-West US Marine Band«.","usachamberwinds","BLE","","","","","","","Mark","","1:05:58"
"Live from LSU","1243","USA","LSU","","usalivefromlsu","KOB","","","","","","","LSU","",""
"Live in Concert","1244","USA","Ohne Nummer (NfS)","Die US Army Band »Pershing's Own« ist eines der Stabsmusikkorps der Streitkräfte, die in Washington DC stationiert sind. Sein Klang ist stahliger als der der Marines und insgesamt weniger flexibel. Bisweilen vermittelt dieses große Orchester den Eindruck von perfektionistischer Sterilität. Die Programmgestaltung ist im Vergleich mit den anderen","","KOB","","","","","","","NfS (USArmy)","",""
"Mostly Blue","1245","USA","Mark MCD-2792","Hinweise zu den Produktionen der Firma Mark Custom Recording Service siehe CD »1988 Mid-West US Marine Band«.","","KOB","","","","","","","Mark","",""
"Live in Osaka","1246","USA","Sony SK 47198 ","","usaliveinosaka","KOB","","","","","","","Sony","",""
"Live Performances 1995 - 1996","1247","USA","TAMU-4 (über Mark Recordings)","","","KOB","","","","","","","Mark","",""
"Live! In Concert Nr. 117","1248","USA","Mark MCD","Hinweise zu den Produktionen der Firma Mark Custom Recording Service siehe CD »1988 Mid-West US Marine Band«.","usaliveillinois","KOB","","","","","","","Mark","",""
"Live! In Concert Nr. 118","1249","USA","Mark MCD","Hinweise zu den Produktionen der Firma Mark Custom Recording Service siehe CD »1988 Mid-West US Marine Band«.","usaliveillinois","KOB","","","","","","","Mark","",""
"Live! In Concert Nr. 119","1250","USA","Mark MCD","Hinweise zu den Produktionen der Firma Mark Custom Recording Service siehe CD »1988 Mid-West US Marine Band«.","usaliveillinois","KOB","","","","","","","Mark","",""
"Live! In Concert Nr. 120","1251","USA","Mark MCD","Hinweise zu den Produktionen der Firma Mark Custom Recording Service siehe CD »1988 Mid-West US Marine Band«.","usaliveillinois","KOB","","","","","","","Mark","",""
"Live! In Concert Nr. 121","1252","USA","Mark MCD","Hinweise zu den Produktionen der Firma Mark Custom Recording Service siehe CD »1988 Mid-West US Marine Band«.","usaliveillinois","KOB","","","","","","","Mark","",""
"Live! In Concert Nr. 125","1253","USA","Mark MCD-1456 ","Hinweise zu den Produktionen der Firma Mark Custom Recording Service siehe CD »1988 Mid-West US Marine Band«.","usaillinois125","KOB","","","","","","","Mark","",""
"Live! In Concert Nr. 126","1254","USA","Mark MCD-1457 ","Hinweise zu den Produktionen der Firma Mark Custom Recording Service siehe CD »1988 Mid-West US Marine Band«.","usaliveillinois","KOB","","","","","","","Mark","",""
"Live! In Concert Nr. 127","1255","USA","Mark MCD-1458","Hinweise zu den Produktionen der Firma Mark Custom Recording Service siehe CD »1988 Mid-West US Marine Band«.","usaliveillinois","KOB","","","","","","","Mark","",""
"Live! In Concert Nr. 128","1256","USA","Mark","Hinweise zu den Produktionen der Firma Mark Custom Recording Service siehe CD »1988 Mid-West US Marine Band«.","usaliveillinois","KOB","","","","","","","Mark","",""
"Live! In Concert Nr. 129","1257","USA","Mark MCD","Hinweise zu den Produktionen der Firma Mark Custom Recording Service siehe CD »1988 Mid-West US Marine Band«.","usaliveillinois","KOB","","","","","","","Mark","",""
"Luminaries","1258","USA","Klavier KCD 11077","","usaluminaries","KOB","","","","","","","Klavier","",""
"Made in America","1259","USA","Klavier KCD 11051","","usamadeinamerica","KOB","","","","","","","Klavier","",""
"March Masterpieces","1260","USA","Mark MC-35889CD","Donald McGinnis und Walter Beeler sind Dirigenten, die schon früh mit ihrer Arbeit dazu beitrugen, den Ruf amerikanischer Universitätsblasorchester nicht nur zu festigen, sondern zu verbessern. Die eigentlich abrupte Folge von Konzertblasmusik auf den Marschblock hat eine simple Erklärung: man legte zwei LP aufgrund geeigneter Spieldauer zu einer CD zusammen.[Hinweise zu den Produktionen der Firma Mark Custom Recording Service siehe CD »1988 Mid-West US Marine Band«.]","","KOB","","","","","","","Mark","",""
"Marches I've Missed","1261","USA","RR-85 CD","Kurz nach seinem 84. Geburtstag besann sich Frederick Fennell einiger Märsche, die er bisher noch nicht auf Tonträger eingespielt hatte, und nahm diese zusammen mit der Dallas Wind Symphony auf Tonträger auf.","usamarchesdallas","KOB","Inakustik","44,50","RR85","","","","RR","22.75",""
"Marching Along – Classic marches","1262","USA","WFR430","","usamarchingalong","KOB","Carpe Diem Musikverlag","39,90","WFR430","","","","WFR","20.4",""
"Mass","1264","USA","Albany Troy 221-22","","","KOB","","","","","","","Albany","",""
"Memorials","1265","USA","Klavier KCD 11042","","memorials","KOB","","","","","","","Klavier","","1:04:56"
"Memories","1266","USA","Ronald Johnson","","usamemoriesiowa","KOB","","","","","","","Johnson","",""
"Memories from the Big Top","1267","USA","WFR 111","","","KOB","","","","","","","WFR","",""
"Music for an Awful Lot of Winds & Percussion","1268","USA","Telarc CD-80307","Wie üblich tritt Peter Schickele, »Entdecker« des musikhistorischen Phänomens P.D.Q. Bach, nicht nur als Komponist sondern auch als Moderator auf.","","KOB","","","","","","","Telarc","",""
"Music for Concert Band Vol. 10","1269","USA","Southern (Demo)","","","KOB","","","","","","","Southern","",""
"Music for Concert Band Vol. 2","1270","USA","Southern (Demo)","","","KOB","","","","","","","Southern","",""
"Music for Concert Band Vol. 3","1271","USA","Southern (Demo)","","","KOB","","","","","","","Southern","",""
"Music for Concert Band Vol. 4","1272","USA","Southern (Demo)","","","KOB","","","","","","","Southern","",""
"Music for Concert Band Vol. 5","1273","USA","Southern (Demo)","","","KOB","","","","","","","Southern","",""
"Music for Concert Band Vol. 6","1274","USA","Southern (Demo)","","","KOB","","","","","","","Southern","",""
"Music for Concert Band Vol. 7","1275","USA","Southrn (Demo)","","","KOB","","","","","","","Southern","",""
"Music for Concert Band Vol. 8","1276","USA","Southern (Demo)","","","KOB","","","","","","","Southern","",""
"Music for Concert Band Vol. 9","1277","USA","Southern (Demo)","","","KOB","","","","","","","Southern","",""
"Music for Winds and Percussion Vol. 2","1278","USA","Music Educator's DR","","usamusicforwindsvol2","KOB","","","","","","","Music Educator's DR","",""
"Music for Winds and Percussion Vol. 3","1279","USA","Music Educator's DR","","usamusicforwindsvol3","KOB","","","","","","","Music Educator's DR","",""
"Music for Winds and Percussion Vol. 4","1280","USA","Music Educator's DR","","usamusicforwindsvol4","KOB","","","","","","","Music Educator's DR","",""
"Music for Winds and Percussion Vol. 5","1281","USA","Music Educator's DR","","usamusicforwinds5","KOB","","","","","","","Music Educator's DR","",""
"Music for Winds and Percussion Vol. 6","1282","USA","Music Educator's DR","","musicforwinds6","KOB","","","","","","","Music Educator's DR","","1:07:34"
"Music for Winds and Percussion Vol. 7","1283","USA","Music Educator's DR","","musicforwinds7","KOB","","","","","","","Music Educator's DR","","1:11:07"
"Music from America's Golden Age","1284","USA","WFR111","","usanewcolumbia","KOB","Carpe Diem Musikverlag","39,90","WFR111","","","","WFR","20.4",""
"Music Knows No Borders","1285","USA","USAFE","","usamusicknows","KOB","","","","","","","NfS (USAFE) ","",""
"Music of Afro-American Composers","1286","USA","West Coast (NAWS-824)","","usamusicofafro","KOB","","","","","","","West Coast","",""
"Music of Daniel Bukvich","1287","USA","Wingert-Jones","","","KOB","","","","","","","Wingert-Jones","",""
"Music of Grainger","1288","USA","West Coast UCLA-556","","","KOB","","","","","","","West Coast","",""
"Paynter conducts Arnold","1289","USA","Shattinger Music","","","KOB","","","","","","","Shattinger","",""
"Music of Richard Strauss","1290","USA","US Marine Band (NfS)","","usamarinesstrauss","KOBBLE","","","","","","","NfS (Marine Band)","",""
"Music of Richard Wagner","1291","USA","US Marine Band (NfS)","","usawagnermarines","KOB","","","","","","","NfS (Marine Band)","",""
"Music of Roy Harris","1292","USA","West Coast UCLA-403","","","KOB","","","","","","","West Coast","",""
"Music of the Heavens","1293","USA","Mark MCD-2604","Programmatisch und musikalisch gelungene Produktion einer der besseren Community Bands der USA. [Hinweise zu den Produktionen der Firma Mark Custom Recording Service siehe CD »1988 Mid-West US Marine Band«.]","usaatlantawindsymphony","KOB","","","","","","","Mark","","0:41:19"
"New Classics for Wind Band","1294","USA","Vestige","","usanewclassics","KOB","","","","","","","Vestige","",""
"Arctic Dreams","1295","USA","Centaur CRC 2288","","","KOB","","","","","","","Centaur","",""
"New Lights","1296","USA","Mark MCD-2550","Hinweise zu den Produktionen der Firma Mark Custom Recording Service siehe CD »1988 Mid-West US Marine Band«.","usanewlights","KOB","","","","","","","Mark","",""
"Night Fantasy – Wind Music of Robert Ward","1297","USA","Citadel CTD 88103 (über Klavier)","","usanightfantasy","KOB","","","","","","","Klavier","",""
"Niles North Symphonic Wind Ensemble","1298","USA","Mark IMEA94MCD-1469","Hinweise zu den Produktionen der Firma Mark Custom Recording Service siehe CD »1988 Mid-West US Marine Band«.","","KOB","","","","","","","Mark","",""
"Nite Ridin On Da Riva","1545","USA","Mark MCD-2610","","usaridin","KOB","","","","","","","Mark","","0:50:34"
"Northridge & Friends – CSUN Great Performances Vol. 2","1585","USA","Mark MCD-2568","Auch Kenner der internationalen Angebote an Tonträgern bekommen hin und wieder leuchtende Augen. Hier ist ein solcher Fall gegeben, denn zum einen wird man die eingespielten Kompositionen den Höhepunkten des Blasmusikschaffens zuordnen dürfen, zum andern werden diese Meilensteinwerke durch die Komponisten selbst dirigiert. Insoweit ein besonderes Audiodokument. [Hinweise zu den Produktionen der Firma Mark Custom Recording Service siehe CD »1988 Mid-West US Marine Band«.]","usanorthridgefriends","KOB","","","","","","","Mark","",""
"Northridge & Friends – CSUN Great Performances Vol. 1","1299","USA","Mark MCD-2336","Hinweise zu den Produktionen der Firma Mark Custom Recording Service siehe CD »1988 Mid-West US Marine Band«.","usanorthridgeinter","KOB","","","","","","","Mark","",""
"Of a Distant Star","1300","USA","WFR 103","","usaofadistantstar","KOB","Carpe Diem Musikverlag","39,90","WFR103","","","","WFR","20.4",""
"On Winged Flight","1302","USA","U.S. Air Force Band (NfS)","","","KOB","","","","2","","","NfS (USAir Force)","",""
"Our Band Heritage Volume 10","1303","USA","AMP 94 141 ","","usaallentownvol10","KOB","","","","","","","AMP","",""
"Our Band Heritage Volume 11","1304","USA","AMP 95 163","","usaallentownvol11","KOB","","","","","","","AMP","",""
"Our Band Heritage Volume 12","1305","USA","AMP","","usaallentownvol12","KOB","","","","","","","AMP","",""
"Our Band Heritage Volume 13","1306","USA","AMP","»Our Band Heritage« ist ein in Niveau und Umfang bereits beträchtlich gewachsene CD-Reihe – in der Regel wird eine Aufnahme pro Jahr produziert – der ältesten amerikanischen Community Band. Die Allentown Band, die im Jahre 1998 ihr 170jähriges Bestehen feiern konnte, pflegt bewußt ein historisierendes Repertoire mit zumeist alt-amerikanischer Blasmusik und Transkriptionen.","","KOB","","","","","","","AMP","",""
"Our Band Heritage Volume 3","1307","USA","AMP 87 107","","usaallentownvol3","KOB","","","","","","","AMP","",""
"Our Band Heritage Volume 4","1308","USA","AMP 88 115","","usaallentownvol4","KOB","","","","","","","AMP","",""
"Our Band Heritage Volume 5","1309","USA","AMP 89 111","","usaallentownvol5","BBEKOB","","","","","","","AMP","",""
"Our Band Heritage Volume 6 ","1310","USA","AMP 90 151","","usaallentownvol6","KOB","","","","","","","AMP","",""
"Our Band Heritage Volume 7 ","1311","USA","AMP 92 036","","usaallentownvol7","KOB","","","","","","","AMP","",""
"Our Band Heritage Volume 8 ","1312","USA","AMP 92 138","","usaallentownvol8","KOB","","","","","","","AMP","",""
"Our Band Heritage Volume 9 ","1313","USA","AMP 93 149","","usaallentownvol9","KOB","","","","","","","AMP","",""
"Our Hispanic Heritage","1314","USA","NfS","Der Ansatz zur Musikauswahl für diese CD ist außerordentlich verdienstvoll. Auch die Musikfolge ist grundsätzlich beachtenswert. Allerdings sind auch Interpretationen anzutreffen, die das Prädikat »exotisch« rechtfertigen.","","KOB","","","","","","","NfS (Air Force West)","",""
"Overtures","1315","USA","US Marine Band (NfS)","","usamarinesovertures","KOB","","","","","","","NfS (Marine Band)","",""
"Overtures Vol. 2","1316","USA","US Marine Band (NfS)","","usamarinesovertures2","KOB","","","","","","","NfS (Marine Band)","",""
"Paradigm","1317","USA","Klavier KCD 11059","Diese 1994 erschienene CD war die elfte und letzte Produktion Eugene Corporons mit der Cincinnati Wind Symphony, bevor er zum Wintersemester 1994/95 an die University of North Texas nach Denton ging. Mit dem dortigen Ensemble hat er bisher pro Jahr in der Regel zwei weitere CDs aufgenommen.","usaparadigm","KOB","","","","","","","Klavier","",""
"Past the Equinox – Music of Jack Stamp","1318","USA","Citadel CTD 88105 (über Klavier)","","usapasttheequinox","KOB","","","","","","","Klavier","",""
"Penderecki, Mayuzumi, Williams","1319","USA","DG 2530 063","","","KOB","","","","","","","DG","",""
"Pomp and Pipes","1320","USA","RR-58 CD","»Blasorchester und Orgel« lautet der programmatische Schwerpunkt dieser CD. Leistungsstarke Blasorchester, die ein Kirchenkonzert planen und dabei den Organisten mit einbinden wollen, finden hier geeignetes Repertoire vor.","usapompandpipes","KOB","Inakustik","44,50","RR58","","","","RR","22.75",""
"Portraits","1321","USA","NfS ","Die Tonträgerproduktionen (LP und CD) der jetzigen ACC Heritage of America Band (früher Tactical Air Command Band) sind in ihrer Konsequenz einmalig unter den Produktionen der amerikanischen Militärorchester. Hinter der Anlage des Projektes steht Lowell E. Graham, seit 1995 Chef der United States Air Force Band in Washington DC. Erste Ansätze sind bereits während seiner Arbeit mit der Air Force Band of the Golden Gate belegbar. Mit dem 45-Mann-Orchester aus Langley erarbeite Graham im Laufe der Zeit eine Diskographie, die man als ideales Wirken eines Militärorchesters im Sinne der Blasmusik zu werten hat. Losgelöst von kommerziellen Zwängen wurden die dienstlichen Tätigkeitsfelder einer Militärmusik in exemplarischen Einspielungen abgedeckt und auch die Unterhaltung in gesamter Bandbreite dargestellt. In dieser Arbeit ist die Transkription der Spitzenklasse ebenso vertreten wie die originale Blasmusik, welche in der letzten Zeit den Schwerpunkt der Aufnahmen bildet. Vielfach sind es Auftragswerke mit Bezug zum Abenteuer Fliegen, der Luftfahrt und Luftwaffe, ohne daß sich hieraus ein Wirken im Sinne einer fliegerischen Wehrertüchtigung ableiten ließe. Diese Arbeit setzt Lowell Graham nunmehr in Washington auf höherer Ebene konsequent fort, während in Langley Capt. Larry H. Lang energisch und zielstrebig auf den Pfaden von Lowell E. Graham wandelt.","usaportraits","KOB","","","","","","","NfS (USAir Force ACC)","",""
"Ports of Call","1322","USA","US Navy Band (NfS)","","usaportsofcall","KOB","","","","","","","NfS (Navy)","",""
"Postcard","1323","USA","Mark MCD-2767","Hinweise zu den Produktionen der Firma Mark Custom Recording Service siehe CD »1988 Mid-West US Marine Band«.","usapostcard","KOB","Carpe Diem Musikverlag","35,00","MCD-2767","","","","Mark","17.9",""
"Postcards","1324","USA","Klavier KCD 11058","","postcards","KOB","","","","","","","Klavier","","0:59:20"
"Premiere","1325","USA","US Navy Band (NfS)","","","KOB","","","","","","","NfS (Navy)","",""
